VIN,"Stock Number",New/Used,MSRP,Year,Make,Model,"Body Style",Series,"Exterior Colour","Interior Colour",Trim,"Engine Size","Cylinder Count","Door Count","Drive configuration","Additional Options","Current Miles","Date Added to Inventory",Status,"Fuel Type","Vehicle Location","Certified Pre-owned",Price,"Transmission Description","Internet Description","Vehicle Class","Main Photo","Main Photo Last Modified Date","Extra Photos","Extra Photo Last Modified Date"
5N1AZ2MG3HN192098,S4867,Used,24738,2017,Nissan,Murano,suv,,black,grey,"S * BACKUP CAMERA * HEATED SEATS * NAVIGATION * BLUETOOTH * ",3.5L,6,4Dr,FWD,"BACK-UP CAMERA; HEATED SEATS - DRIVER AND PASSENGER; BLUETOOTH CONNECTIVITY; NAVIGATION SYSTEM ; VOICE COMMAND/ RECOGNITION; 5 PASSENGER; DUAL AIR BAGS; POWER WINDOWS; AIR CONDITIONING; HARD TOP; RF SIDE AIRBAG; AIRBAG FRONT LEFT; HEATED MIRRORS; TILT WHEEL AIRBAG FRONT LEFT; LF SIDE AIRBAG; AIRBAG FRONT RIGHT; MP3 CAPABILITY; TRACTION CONTROL; AM/FM/CD; POWER LOCKS; USB INPUT; CD IN DASH; POWER MIRRORS; CLOTH SEATS; POWER MIRRORS; CRUISE CONTROL; POWER STEERING; 2 YEARS FREE OIL CHANGES INCLUDED ON ALL OUR CERTIFIED VEHICLES;",31257,03/05/2020,"In Stock",GASOLINE,Springbank,TRUE,24738,Automatic,"Looking to Purchase or Finance a Nissan Murano or just a Nissan Suv? We carry 100's of handpicked vehicles and have multiple Nissan Suvs in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Nissan Muranos or  similar Suvs. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW NISSAN MURANO! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW NISSAN MURANO INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Nissan Murano has Empire Auto Group's Seal of Approval. * This Nissan Murano looks sharp in black. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",suv,https://empireautolondon.com/inventory/S4867/01.jpg,"06/07/2020 14:30:29",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/S4867/02.jpg;https://empireautolondon.com/inventory/S4867/03.jpg;https://empireautolondon.com/inventory/S4867/04.jpg;https://empireautolondon.com/inventory/S4867/05.jpg;https://empireautolondon.com/inventory/S4867/06.jpg;https://empireautolondon.com/inventory/S4867/07.jpg;https://empireautolondon.com/inventory/S4867/08.jpg;https://empireautolondon.com/inventory/S4867/09.jpg;https://empireautolondon.com/inventory/S4867/10.jpg;https://empireautolondon.com/inventory/S4867/11.jpg;https://empireautolondon.com/inventory/S4867/12.jpg;https://empireautolondon.com/inventory/S4867/13.jpg;https://empireautolondon.com/inventory/S4867/14.jpg;https://empireautolondon.com/inventory/S4867/15.jpg;https://empireautolondon.com/inventory/S4867/16.jpg,"06/07/2020 10:45:58;06/07/2020 14:30:28;06/07/2020 14:30:29;06/07/2020 14:30:29;06/07/2020 14:30:29;06/07/2020 14:30:30;06/07/2020 14:30:29;06/07/2020 14:30:30;06/07/2020 14:30:30;06/07/2020 14:30:30;06/07/2020 14:30:30;06/07/2020 14:30:30;06/07/2020 14:30:31;06/07/2020 14:30:31;06/07/2020 14:30:31;06/07/2020 14:30:31"
5N1AT2MV5HC733549,E2531,Used,19738,2017,"Nissan ",Rogue,suv,,grey,cloth,SV,2.5L,4,4-Dr,AWD,"BACK-UP CAMERA; DRIVE TRAIN - ALL WHEEL; SATELLITE RADIO SIRIUS; BLUETOOTH CONNECTIVITY; HEATED SEATS - DRIVER AND PASSENGER; 5 PASSENGER; DUAL AIR BAGS; POWER MIRRORS; AIR CONDITIONING; FOG LIGHTS; POWER STEERING; AIRBAG FRONT LEFT; HARD TOP; POWER WINDOWS; AIRBAG FRONT RIGHT; HEATED MIRRORS; RF SIDE AIRBAG; AM/FM/CD; LF SIDE AIRBAG; TILT WHEEL; CARGO COVER; MP3 CAPABILITY; TRACTION CONTROL; CLOTH SEATS; POWER DRIVER SEAT; USB INPUT; CRUISE CONTROL; POWER LOCKS; 2 YEARS FREE OIL CHANGES INCLUDED ON ALL OUR CERTIFIED VEHICLES",121314,02/27/2020,"In Stock","Regular unleaded",Dundas,TRUE,19738,Automatic,"Looking to Purchase or Finance a Nissan  Rogue or just a Nissan  Suv? We carry 100's of handpicked vehicles and have multiple Nissan  Suvs in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Nissan  Rogues or  similar Suvs. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW NISSAN  ROGUE! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW NISSAN  ROGUE INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Nissan  Rogue has Empire Auto Group's Seal of Approval. * This Nissan  Rogue looks sharp in grey. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",suv,https://empireautolondon.com/inventory/E2531/01.jpg,"06/07/2020 12:26:47",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/E2531/02.jpg;https://empireautolondon.com/inventory/E2531/03.jpg;https://empireautolondon.com/inventory/E2531/04.jpg;https://empireautolondon.com/inventory/E2531/05.jpg;https://empireautolondon.com/inventory/E2531/06.jpg;https://empireautolondon.com/inventory/E2531/07.jpg;https://empireautolondon.com/inventory/E2531/08.jpg;https://empireautolondon.com/inventory/E2531/09.jpg;https://empireautolondon.com/inventory/E2531/10.jpg;https://empireautolondon.com/inventory/E2531/11.jpg;https://empireautolondon.com/inventory/E2531/12.jpg;https://empireautolondon.com/inventory/E2531/13.jpg;https://empireautolondon.com/inventory/E2531/14.jpg;https://empireautolondon.com/inventory/E2531/15.jpg;https://empireautolondon.com/inventory/E2531/16.jpg,"06/07/2020 10:45:58;06/07/2020 12:26:48;06/07/2020 12:26:48;06/07/2020 12:26:48;06/07/2020 12:26:49;06/07/2020 12:26:48;06/07/2020 12:26:49;06/07/2020 12:26:49;06/07/2020 12:26:49;06/07/2020 12:26:49;06/07/2020 12:26:50;06/07/2020 12:26:50;06/07/2020 12:26:50;06/07/2020 12:26:50;06/07/2020 12:26:50;06/07/2020 12:26:50"
4T1BD1FK5HU222366,E2426,Used,16738,2017,Toyota,"Camry Hybrid",sedan,,grey,other,"*BACK UP CAMERA*",2.5l,4,"4 Dr",FWD,"5 PASSENGER; HEATED MIRRORS; RF SIDE AIRBAG; AIR CONDITIONING; LF SIDE AIRBAG; RR SIDE AIRBAG; AIRBAG FRONT LEFT; LR SIDE AIRBAG; TILT WHEEL; AIRBAG FRONT RIGHT; POWER DRIVER SEAT; TRACTION CONTROL; AM/FM/CD; POWER LOCKS; VINYL SEATS; CD IN DASH; POWER MIRRORS; CRUISE CONTROL; POWER MIRRORS; DUAL AIR BAGS; POWER STEERING; HARD TOP; POWER WINDOWS 2 year free oil changes included on all our certified vehicles",227843,01/20/2020,"In Stock","regular unleaded",Springbank,TRUE,16738,Automatic,"Looking to Purchase or Finance a Toyota Camry Hybrid or just a Toyota Sedan? We carry 100's of handpicked vehicles and have multiple Toyota Sedans in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Toyota Camry Hybrids or  similar Sedans. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW TOYOTA CAMRY HYBRID! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW TOYOTA CAMRY HYBRID INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Toyota Camry hybrid has Empire Auto Group's Seal of Approval. * This Toyota Camry hybrid looks sharp in grey. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",sedan,https://empireautolondon.com/inventory/E2426/01.jpg,"06/07/2020 12:24:33",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/E2426/02.jpg;https://empireautolondon.com/inventory/E2426/03.jpg;https://empireautolondon.com/inventory/E2426/04.jpg;https://empireautolondon.com/inventory/E2426/05.jpg;https://empireautolondon.com/inventory/E2426/06.jpg;https://empireautolondon.com/inventory/E2426/07.jpg,"06/07/2020 10:45:58;06/07/2020 12:24:33;06/07/2020 12:24:33;06/07/2020 12:24:33;06/07/2020 12:24:34;06/07/2020 12:24:34;06/07/2020 12:24:34"
5XYPKDA18HG328845,E2252,Used,29738,2017,Kia,Sorento,suv,,white,leather,"SX LIMITED * ",2.0l,4,"4 Dr",AWD,"1 owner locally owned and serviced;SX LIMITED ; NAVI; BACK UP CA 2-year free oil changes included on all our certified vehicles",54552,11/14/2019,"In Stock","regular unleaded",Dundas,TRUE,29738,Automatic,"Looking to Purchase or Finance a Kia Sorento or just a Kia Suv? We carry 100's of handpicked vehicles and have multiple Kia Suvs in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Kia Sorentos or  similar Suvs. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW KIA SORENTO! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW KIA SORENTO INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Kia Sorento has Empire Auto Group's Seal of Approval. * This Kia Sorento looks sharp in white. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",suv,https://empireautolondon.com/inventory/E2252/01.jpg,"06/07/2020 12:21:27",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/E2252/02.jpg;https://empireautolondon.com/inventory/E2252/03.jpg;https://empireautolondon.com/inventory/E2252/04.jpg;https://empireautolondon.com/inventory/E2252/05.jpg;https://empireautolondon.com/inventory/E2252/06.jpg;https://empireautolondon.com/inventory/E2252/07.jpg;https://empireautolondon.com/inventory/E2252/08.jpg;https://empireautolondon.com/inventory/E2252/09.jpg;https://empireautolondon.com/inventory/E2252/10.jpg;https://empireautolondon.com/inventory/E2252/11.jpg;https://empireautolondon.com/inventory/E2252/12.jpg;https://empireautolondon.com/inventory/E2252/13.jpg;https://empireautolondon.com/inventory/E2252/14.jpg,"06/07/2020 10:45:58;06/07/2020 12:21:27;06/07/2020 12:21:28;06/07/2020 12:21:28;06/07/2020 12:21:28;06/07/2020 12:21:28;06/07/2020 12:21:28;06/07/2020 12:21:29;06/07/2020 12:21:29;06/07/2020 12:21:29;06/07/2020 12:21:29;06/07/2020 12:21:29;06/07/2020 12:21:29;06/07/2020 12:21:29"
5N1DR2MM2HC685530,E2199,Used,24749,2017,Nissan,Pathfinder,suv,,blue,"leather roof navi rear camera","LEATHER ROOF NAVI 7 PASS",3.5l,6,"4 Dr",4WD,"SL LEATHER ROOF NAVI 7 PASS VERY CLEAN INSIDE OUT; NEW TRADE LOCALLY OWNED AND SERVICED; 2-year free oil changes included on all our certified vehicles",147056,10/18/2019,"In Stock","regular unleaded",Dundas,TRUE,24749,Automatic,"Looking to Purchase or Finance a Nissan Pathfinder or just a Nissan Suv? We carry 100's of handpicked vehicles and have multiple Nissan Suvs in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Nissan Pathfinders or  similar Suvs. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW NISSAN PATHFINDER! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW NISSAN PATHFINDER INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Nissan Pathfinder has Empire Auto Group's Seal of Approval. * This Nissan Pathfinder looks sharp in blue. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",suv,https://empireautolondon.com/inventory/E2199/01.jpg,"06/07/2020 12:18:29",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/E2199/02.jpg;https://empireautolondon.com/inventory/E2199/03.jpg;https://empireautolondon.com/inventory/E2199/04.jpg;https://empireautolondon.com/inventory/E2199/05.jpg;https://empireautolondon.com/inventory/E2199/06.jpg;https://empireautolondon.com/inventory/E2199/07.jpg;https://empireautolondon.com/inventory/E2199/08.jpg;https://empireautolondon.com/inventory/E2199/09.jpg;https://empireautolondon.com/inventory/E2199/10.jpg;https://empireautolondon.com/inventory/E2199/11.jpg;https://empireautolondon.com/inventory/E2199/12.jpg;https://empireautolondon.com/inventory/E2199/13.jpg;https://empireautolondon.com/inventory/E2199/14.jpg;https://empireautolondon.com/inventory/E2199/15.jpg;https://empireautolondon.com/inventory/E2199/16.jpg;https://empireautolondon.com/inventory/E2199/17.jpg;https://empireautolondon.com/inventory/E2199/18.jpg;https://empireautolondon.com/inventory/E2199/19.jpg;https://empireautolondon.com/inventory/E2199/20.jpg;https://empireautolondon.com/inventory/E2199/21.jpg;https://empireautolondon.com/inventory/E2199/22.jpg;https://empireautolondon.com/inventory/E2199/23.jpg;https://empireautolondon.com/inventory/E2199/24.jpg;https://empireautolondon.com/inventory/E2199/25.jpg;https://empireautolondon.com/inventory/E2199/26.jpg;https://empireautolondon.com/inventory/E2199/27.jpg,"06/07/2020 10:45:58;06/07/2020 12:18:29;06/07/2020 12:18:30;06/07/2020 12:18:30;06/07/2020 12:18:30;06/07/2020 12:18:31;06/07/2020 12:18:31;06/07/2020 12:18:31;06/07/2020 12:18:31;06/07/2020 12:18:31;06/07/2020 12:18:32;06/07/2020 12:18:31;06/07/2020 12:18:32;06/07/2020 12:18:32;06/07/2020 12:18:32;06/07/2020 12:18:32;06/07/2020 12:18:32;06/07/2020 12:18:33;06/07/2020 12:18:33;06/07/2020 12:18:33;06/07/2020 12:18:33;06/07/2020 12:18:34;06/07/2020 12:18:34;06/07/2020 12:18:34;06/07/2020 12:18:34;06/07/2020 12:18:34;06/07/2020 12:18:34"
5N1AT2MV0GC853127,E2867,Used,21488,2016,Nissan,Rogue,suv,,white,cloth,SV,2.5l,4,"4 Dr",AWD,,100119,08/12/2020,"In Stock","regular unleaded",Springbank,TRUE,21488,Automatic,"Looking to Purchase or Finance a Nissan Rogue or just a Nissan Suv? We carry 100's of handpicked vehicles and have multiple Nissan Suvs in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Nissan Rogues or  similar Suvs. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW NISSAN ROGUE! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW NISSAN ROGUE INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Nissan Rogue has Empire Auto Group's Seal of Approval. * This Nissan Rogue looks sharp in white. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",suv,https://empireautolondon.com/inventory/default.jpg,"06/07/2020 10:45:58",https://empireautolondon.com/inventory/tile2.jpg,"06/07/2020 10:45:58"
WBXHT3C32G5E49412,E2854,Used,25988,2016,Bmw,X1,suv,,silver,leather,"XDRIVE*28I  TURBO ",2.0L,4,4Dr,AWD,"2 YEAR FREE OIL CHANGES INCLUDED ON ALL OUR CERTIFIED VEHICLES",51361,08/07/2020,"In Stock","REGULAR unleaded",Dundas,TRUE,25988,Automatic,"Looking to Purchase or Finance a Bmw X1 or just a Bmw Suv? We carry 100's of handpicked vehicles and have multiple Bmw Suvs in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Bmw X1s or  similar Suvs. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW BMW X1! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW BMW X1 INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Bmw X1 has Empire Auto Group's Seal of Approval. * This Bmw X1 looks sharp in silver. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",suv,https://empireautolondon.com/inventory/E2854/01.jpg,"17/08/2020 13:29:32",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/E2854/02.jpg;https://empireautolondon.com/inventory/E2854/03.jpg;https://empireautolondon.com/inventory/E2854/04.jpg;https://empireautolondon.com/inventory/E2854/05.jpg;https://empireautolondon.com/inventory/E2854/06.jpg;https://empireautolondon.com/inventory/E2854/07.jpg,"06/07/2020 10:45:58;17/08/2020 13:29:32;17/08/2020 13:29:33;17/08/2020 13:29:33;17/08/2020 13:29:34;17/08/2020 13:29:34;17/08/2020 13:29:35"
WBA8F1C56GK438998,E2852,Used,25988,2016,Bmw,"3 Series",sedan,,white,leather,"328D XDRIVE SEDAN",2.0L,4,4Dr,AWD,"2 YEAR FREE OIL CHANGES INCLUDED ON ALL OUR CERTIFIED VEHICLES; leather roof navi fully loaded;",91927,08/07/2020,"In Stock",DIESEL,Dundas,TRUE,25988,Automatic,"Looking to Purchase or Finance a Bmw 3 Series or just a Bmw Sedan? We carry 100's of handpicked vehicles and have multiple Bmw Sedans in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Bmw 3 Seriess or  similar Sedans. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW BMW 3 SERIES! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW BMW 3 SERIES INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Bmw 3 series has Empire Auto Group's Seal of Approval. * This Bmw 3 series looks sharp in white. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",sedan,https://empireautolondon.com/inventory/default.jpg,"06/07/2020 10:45:58",https://empireautolondon.com/inventory/tile2.jpg,"06/07/2020 10:45:58"
1GKKVTKD0GJ184375,E2846,Used,36988,2016,Gmc,Acadia,suv,,black,leather,DENALI,3.6L,6,4Dr,AWD,"2-YEAR FREE OIL CHANGES INCLUDED ON ALL OUR CERTIFIED VEHICLES;BACK-UP CAMERA LEATHER POWER REAR HATCH DRIVE TRAIN - ALL WHEEL NAVIGATION SYSTEM HEATED SEATS - DRIVER AND PASSENGER PANORAMA ROOF 7 PASSENGER; POWER LIFTGATE; SEAT - POWER DRIVER AND PASSENGER; AIR CONDITIONING; POWER LOCKS; SIDE FRONT AIR BAGS; AM/FM/CD; POWER MIRRORS; SPOILER; CRUISE CONTROL; POWER STEERING; TILT WHEEL; ELECTRIC MIRRORS; POWER WINDOWS; WARRANTY BOOK",76626,08/06/2020,"In Stock","REGULAR unleaded",Other,TRUE,36988,Automatic,"Looking to Purchase or Finance a Gmc Acadia or just a Gmc Suv? We carry 100's of handpicked vehicles and have multiple Gmc Suvs in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Gmc Acadias or  similar Suvs. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW GMC ACADIA! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW GMC ACADIA INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Gmc Acadia has Empire Auto Group's Seal of Approval. * This Gmc Acadia looks sharp in black. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",suv,https://empireautolondon.com/inventory/default.jpg,"06/07/2020 10:45:58",https://empireautolondon.com/inventory/tile2.jpg,"06/07/2020 10:45:58"
5N1AT2MT9GC771671,S4987,Used,16988,2016,Nissan,Rogue,suv,,white,cloth,S,2.5L,4,4-Dr,FWD,"BACK-UP CAMERA - SATELLITE RADIO SIRIUS - BLUETOOTH CONNECTIVITY VOICE COMMAND/ RECOGNITION - 2-YEAR FREE OIL CHANGES INCLUDED ON ALL OUR CERTIFIED VEHICLES",135878,07/31/2020,"In Stock","regular unleaded",Dundas,TRUE,16988,Automatic,"Looking to Purchase or Finance a Nissan Rogue or just a Nissan Suv? We carry 100's of handpicked vehicles and have multiple Nissan Suvs in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Nissan Rogues or  similar Suvs. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW NISSAN ROGUE! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW NISSAN ROGUE INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Nissan Rogue has Empire Auto Group's Seal of Approval. * This Nissan Rogue looks sharp in white. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",suv,https://empireautolondon.com/inventory/S4987/01.jpg,"17/08/2020 14:04:54",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/S4987/02.jpg;https://empireautolondon.com/inventory/S4987/03.jpg;https://empireautolondon.com/inventory/S4987/04.jpg;https://empireautolondon.com/inventory/S4987/05.jpg;https://empireautolondon.com/inventory/S4987/06.jpg;https://empireautolondon.com/inventory/S4987/07.jpg;https://empireautolondon.com/inventory/S4987/08.jpg;https://empireautolondon.com/inventory/S4987/09.jpg;https://empireautolondon.com/inventory/S4987/10.jpg;https://empireautolondon.com/inventory/S4987/11.jpg;https://empireautolondon.com/inventory/S4987/12.jpg;https://empireautolondon.com/inventory/S4987/13.jpg;https://empireautolondon.com/inventory/S4987/14.jpg,"06/07/2020 10:45:58;17/08/2020 14:04:54;17/08/2020 14:04:54;17/08/2020 14:04:54;17/08/2020 14:04:54;17/08/2020 14:04:54;17/08/2020 14:04:54;17/08/2020 14:04:54;17/08/2020 14:04:54;17/08/2020 14:04:54;17/08/2020 14:04:54;17/08/2020 14:04:54;17/08/2020 14:04:54;17/08/2020 14:04:54"
5LMCJ3D97GUJ23925,S4984,Used,27988,2016,Lincoln,Mkc,suv,,blue,leather,RESERVE,2.0l,4,4-Dr,AWD,"2-YEAR FREE OIL CHANGES INCLUDED ON ALL OUR CERTIFIED VEHICLES - BACK-UP CAMERA MEMORY SEAT - POWER REAR HATCH - BLUETOOTH CONNECTIVITY - NAVIGATION SYSTEM SATELLITE RADIO SIRIUS - COOLED SEATS - NAVIGATION W/ HARD DRIVE HEATED SEATS - DRIVER AND PASSENGER - PANORAMA ROOF",52572,07/31/2020,"In Stock","regular unleaded",Dundas,TRUE,27988,Automatic,"Looking to Purchase or Finance a Lincoln Mkc or just a Lincoln Suv? We carry 100's of handpicked vehicles and have multiple Lincoln Suvs in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Lincoln Mkcs or  similar Suvs. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW LINCOLN MKC! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW LINCOLN MKC INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Lincoln Mkc has Empire Auto Group's Seal of Approval. * This Lincoln Mkc looks sharp in blue. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",suv,https://empireautolondon.com/inventory/S4984/01.jpg,"17/08/2020 14:04:08",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/S4984/02.jpg;https://empireautolondon.com/inventory/S4984/03.jpg;https://empireautolondon.com/inventory/S4984/04.jpg;https://empireautolondon.com/inventory/S4984/05.jpg;https://empireautolondon.com/inventory/S4984/06.jpg;https://empireautolondon.com/inventory/S4984/07.jpg;https://empireautolondon.com/inventory/S4984/08.jpg,"06/07/2020 10:45:58;17/08/2020 14:04:08;17/08/2020 14:04:08;17/08/2020 14:04:08;17/08/2020 14:04:08;17/08/2020 14:04:08;17/08/2020 14:04:08;17/08/2020 14:04:08"
5YJSA1E26GF128955,E2829,Used,59988,2016,Tesla,"Model S",sedan,,grey,black,"70D NAV /AUTO PILOT/ AWD/ BACKUP CAMERA ",electric,,"4 Dr",AWD,"BACK-UP CAMERA; LEATHER; POWER REAR HATCH; BLUETOOTH CONNECTIVITY; MEMORY SEAT; VOICE COMMAND/ RECOGNITION; DRIVE TRAIN - ALL WHEEL; NAVIGATION SYSTEM; WOOD TRIM; HD RADIO; NAVIGATION W/ HARD DRIVE; HEATED SEATS - DRIVER AND PASSENGER; PARKING DISTANCE CONTROL (PDC); 5 PASSENGER; HARD TOP; RAIN SENSORED WINDSHIELD; AIR CONDITIONING; HEATED MIRRORS; RF SIDE AIRBAG; AIRBAG FRONT LEFT; KEYLESS GO; RR SIDE AIRBAG; AIRBAG FRONT RIGHT; LF SIDE AIRBAG; S AIRBAG RIGHT FRONT; AIRBAG FRONT RIGHT; LR SIDE AIRBAG ; SEAT - POWER DRIVER AND PASSENGER; AM/FM; POWER FOLDING MIRRORS; SIDE BOTH AIR BAGS; CARGO COVER; POWER LIFTGATE; CRUISE CONTROL; POWER LOCKS; TILT WHEEL; DUAL AIR BAGS; POWER MIRRORS; TRACTION CONTROL; FLOOR MATS; POWER STEERING; USB INPUT; FOG LIGHTS; POWER WINDOWS; CERTIFIED;",88913,07/30/2020,"In Stock","ocyl electric fuel system",Dundas,TRUE,59988,Automatic,"Looking to Purchase or Finance a Tesla Model S or just a Tesla Sedan? We carry 100's of handpicked vehicles and have multiple Tesla Sedans in stock! Visit us online at www.EmpireAutoGroup.ca to view our full line-up of Tesla Model Ss or  similar Sedans. New Vehicles Arriving Daily! FINANCING AVAILABLE FOR THIS LIKE NEW TESLA MODEL S! REGARDLESS OF YOUR CURRENT CREDIT SITUATION! APPLY WITH CONFIDENCE! SAME DAY APPROVALS! www.EMPIREAUTOGROUP.CA or CALL 519-659-0888. THIS LIKE NEW TESLA MODEL S INCLUDES: * Wide range of options that you will enjoy. * Comfortable interior seating. * Safety Options to protect your loved ones. * This handpicked Tesla Model s has Empire Auto Group's Seal of Approval. * This Tesla Model s looks sharp in grey. SEE MORE AT : www.EMPIREAUTOGROUP.CA.",sedan,https://empireautolondon.com/inventory/E2829/01.jpg,"14/08/2020 16:51:29",https://empireautolondon.com/inventory/tile2.jpg;https://empireautolondon.com/inventory/E2829/02.jpg;https://empireautolondon.com/inventory/E2829/03.jpg;https://empireautolondon.com/inventory/E2829/04.jpg;https://empireautolondon.com/inventory/E2829/05.jpg;https://empireautolondon.com/inventory/E2829/06.jpg;https://empireautolondon.com/inventory/E2829/07.jpg;https://empireautolondon.com/inventory/E2829/08.jpg;https://empireautolondon.com/inventory/E2829/09.jpg,"06/07/2020 10:45:58;14/08/2020 16:51:30;14/08/2020 16:51:30;14/08/2020 16:51:31;14/08/2020 16:51:31;14/08/2020 16:51:32;14/08/2020 16:51:32;14/08/2020 16:51:33;14/08/2020 16:51:34"
